matricula_aluno,nome_aluno,codigo_instituicao,nome_instituicao,sexo_aluno,id_curso,nome_curso,turno_curso,turma_aluno,periodo_inicial_aluno,codigo_departamento,nome_departamento
20222BSI0024,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20242BSI0303,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20171CECA70072,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2017/1,,
20232TSIS0707,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20251BSI0167,,,Campus Serra,M,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20232TSIS0227,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242CECA0095,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242CECA0184,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20221CECA0100,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20132CECA70411,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,,2013/2,,
20232TSIS1274,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242CECA0486,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242TSIS0250,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20221CECA0070,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20222TSIS2043,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20221BSI0048,,,Campus Serra,F,,Sistemas de Informação,Integral,,2022/1,,
20232TSIS0154,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20211CECA0013,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20231CECA0265,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20251BSI0205,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20242TSIS0900,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20212BSI0197,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20222TSIS3279,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232TSIS1096,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20192BSI0410,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20222TSIS2949,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232TSIS0367,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS3023,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20231BSI0287,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20192BSI0304,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20241TSIS0185,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242TSIS0608,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20201BSI0427,,,Campus Serra,M,,Sistemas de Informação,Matutino,,2020/1,,
20232TSIS1495,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242TSIS0128,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222CECA0196,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/2,,
20241TSIS0738,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20172BSI0190,,,Campus Serra,F,,Sistemas de Informação,Integral,,2017/2,,
20201BSI0036,,,Campus Serra,M,,Sistemas de Informação,Matutino,,2020/1,,
20211BSI0119,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/1,,
20231BSI0082,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20222TSIS0652,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20211CECA0200,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20212BSI0308,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20232CECA0321,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20242CECA0150,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242TSIS0101,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20182CECA70175,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2018/2,,
20221BSI0072,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20191CECA70174,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2019/1,,
20242TSIS0578,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20241TSIS0410,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242TSIS1086,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20202BSI0039,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20221BSI0102,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20171BSI0529,,,Campus Serra,M,,Sistemas de Informação,Noturno,,2017/1,,
20232TSIS1576,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20241CECA0336,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20222BSI0083,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20212BSI0022,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20241BSI0297,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20241CECA0158,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20191BSI0409,,,Campus Serra,F,,Sistemas de Informação,Noturno,,2019/1,,
20251CECA0164,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20242CECA0427,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242TSIS0268,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20251CECA0059,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20221CECA0089,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20241CECA0107,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20242TSIS1060,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232TSIS0880,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20191CECA70263,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2019/1,,
20242TSIS0381,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20221CECA0160,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20242CECA0222,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20232BSI0093,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20241CECA0069,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20241CECA0352,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20221CECA0119,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/1,,
20232TSIS1550,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20202BSI0160,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20232BSI0395,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20241BSI0220,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20242CECA0362,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20162CECA70260,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2016/2,,
20182BSI0175,,,Campus Serra,M,,Sistemas de Informação,Integral,,2018/2,,
20241TSIS0282,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242TSIS1248,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20222CECA0234,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20192BSI0134,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20131CECA70189,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2013/1,,
20141CECA70259,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2014/1,,
20191BSI0077,,,Campus Serra,M,,Sistemas de Informação,Noturno,,2019/1,,
20241TSIS0444,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20232TSIS0464,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242CECA0273,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242CECA0176,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20232TSIS0375,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20072CECA7010,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2007/2,,
20222TSIS1004,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20191BSI0115,,,Campus Serra,M,,Sistemas de Informação,Noturno,,2019/1,,
20212BSI0367,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20222TSIS2477,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20172BSI0254,,,Campus Serra,M,,Sistemas de Informação,Integral,,2017/2,,
20222BSI0105,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20241CECA0182,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20251BSI0108,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20222BSI0342,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20242TSIS0462,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20212BSI0138,,,Campus Serra,F,,Sistemas de Informação,Integral,,2021/2,,
20222TSIS2094,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20242TSIS0934,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS1420,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20242TSIS1230,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20242CECA0290,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242CECA0478,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20251BSI0051,,,Campus Serra,M,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20242TSIS0071,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232TSIS0383,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS1748,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232BSI0450,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20222BSI0210,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20202BSI0357,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20221CECA0127,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20221CECA0143,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20241BSI0157,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20232TSIS0251,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222CECA0277,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20231CECA0087,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20221CECA0151,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20222CECA0080,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20241BSI0025,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20232TSIS0081,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20231CECA0303,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20232BSI0344,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20232CECA0097,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20232CECA0089,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20222BSI0466,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20251TSIS0027,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2025/1,,
20222BSI0431,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20212CECA0074,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20241TSIS0290,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242TSIS1213,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232TSIS1568,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20232TSIS1320,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242TSIS1043,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20242TSIS0136,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS2302,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20122CECA70309,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2012/2,,
20242TSIS0985,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20221BSI0390,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20222TSIS1306,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222CECA0498,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20101CECA70357,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2010/1,,
20242TSIS0420,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20241TSIS0150,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20232TSIS0901,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS1861,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222BSI0180,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20232TSIS1304,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS1756,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232BSI0255,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20202BSI0063,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20201CECA0058,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2020/1,,
20222TSIS1438,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20102CECA70053,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2010/2,,
20232CECA0232,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20222TSIS0059,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20242TSIS1000,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20172BSI0343,,,Campus Serra,M,,Sistemas de Informação,Integral,,2017/2,,
20222TSIS0164,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20131BSI0084,,,Campus Serra,M,,Sistemas de Informação,Integral,,2013/1,,
20222TSIS3040,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222CECA0218,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/2,,
20241BSI0351,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/1,,
20242TSIS1116,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20241BSI0378,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20242TSIS0837,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS2078,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20201BSI0044,,,Campus Serra,M,,Sistemas de Informação,Matutino,,2020/1,,
20211CECA0099,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20241CECA0310,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20211BSI0135,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/1,,
20222TSIS0644,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20221CECA0194,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20211CECA0307,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20221BSI0145,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20232CECA0496,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20251CECA0121,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20242CECA0044,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20241BSI0084,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20241TSIS0207,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20222TSIS0598,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232TSIS0391,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20192CECA70148,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2019/2,,
20222TSIS2060,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20242BSI0354,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/2,,
20212CECA0317,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20222TSIS2000,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20202BSI0071,,,Campus Serra,F,,Sistemas de Informação,Integral,,2020/2,,
20232BSI0468,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20182CECA70140,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2018/2,,
20212BSI0294,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20171BSI0146,,,Campus Serra,M,,Sistemas de Informação,Integral,,2017/1,,
20191BSI0107,,,Campus Serra,M,,Sistemas de Informação,Noturno,,2019/1,,
20161CECA70300,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,,2016/1,,
20241TSIS0592,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20241TSIS0487,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242CECA0354,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2024/2,,
20222CECA0390,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20241BSI0068,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20202BSI0080,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20241BSI0149,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20241CECA0190,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20231CECA0095,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20231CECA0362,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20211CECA0277,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20232TSIS0499,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20221BSI0412,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20221BSI0277,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20242BSI0338,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20242TSIS0349,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20242TSIS0438,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS2124,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20141CECA70011,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2014/1,,
20242TSIS0616,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20232TSIS0049,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS2779,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222CECA0250,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/2,,
20232BSI0522,,,Campus Serra,F,,Sistemas de Informação,Integral,,2023/2,,
20222TSIS2620,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20241CECA0042,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20242TSIS0225,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20242CECA0311,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20172CECA70275,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2017/2,,
20251CECA0032,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20211BSI0186,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/1,,
20242TSIS0357,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232TSIS1380,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20122CECA70414,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2012/2,,
20222TSIS0105,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20132CECA70217,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,,2013/2,,
20122CECA70678,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2012/2,,
20191BSI0310,,,Campus Serra,M,,Sistemas de Informação,Noturno,,2019/1,,
20242TSIS0470,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20211CECA0404,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20232TSIS1509,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20192BSI0576,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20242TSIS0365,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20221CECA0356,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20241BSI0190,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20232TSIS0740,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20192CECA70130,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2019/2,,
20222CECA0510,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20222CECA0447,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20221CECA0453,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20222TSIS1977,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20202BSI0241,,,Campus Serra,F,,Sistemas de Informação,Integral,,2020/2,,
20242TSIS0870,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20242BSI0559,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20212BSI0383,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20232TSIS0529,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20221BSI0137,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20231CECA0117,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20242CECA0010,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20241CECA0328,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20221BSI0340,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20211CECA0269,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20242TSIS0624,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20161CECA70032,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2016/1,,
20221CECA0330,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/1,,
20251BSI0094,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20222TSIS1098,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20212CECA0180,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20232TSIS0936,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20162CECA70235,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2016/2,,
20222TSIS0458,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20221CECA0348,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20242BSI0168,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20251BSI0329,,,Campus Serra,M,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20241BSI0076,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20201BSI0397,,,Campus Serra,M,,Sistemas de Informação,Matutino,,2020/1,,
20222CECA0129,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20242TSIS0756,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20192BSI0380,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20232TSIS1487,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20241BSI0335,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20222BSI0172,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20232TSIS0758,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20202CECA0033,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2020/2,,
20251CECA0350,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20222BSI0512,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20231BSI0090,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20222TSIS0636,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232BSI0158,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20241CECA0140,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
