matricula_aluno,nome_aluno,codigo_instituicao,nome_instituicao,sexo_aluno,id_curso,nome_curso,turno_curso,turma_aluno,periodo_inicial_aluno,codigo_departamento,nome_departamento
20241TSIS0452,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20241TSIS0460,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20251BSI0078,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20212CECA0384,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20151BSI0380,,,Campus Serra,M,,Sistemas de Informação,Integral,,2015/1,,
20222TSIS2230,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20231BSI0325,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20091CECA70240,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2009/1,,
20232CECA0240,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20241BSI0173,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/1,,
20251BSI0302,,,Campus Serra,F,,Sistemas de Informação,Integral,,2025/1,,
20251BSI0345,,,Campus Serra,F,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20232TSIS0774,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20162BSI0228,,,Campus Serra,F,,Sistemas de Informação,Integral,,2016/2,,
20232BSI0336,,,Campus Serra,F,,Sistemas de Informação,Integral,,2023/2,,
20222TSIS1799,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20182BSI0256,,,Campus Serra,M,,Sistemas de Informação,Integral,,2018/2,,
20241BSI0106,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20251CECA0229,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20242TSIS0039,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS1632,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232TSIS0952,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20221BSI0161,,,Campus Serra,F,,Sistemas de Informação,Integral,,2022/1,,
20232TSIS1223,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20232TSIS1363,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20241TSIS0312,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20241CECA0018,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2024/1,,
20241TSIS0037,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20222CECA0307,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20241TSIS0100,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20241TSIS0096,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20251CECA0318,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20161BSI0012,,,Campus Serra,M,,Sistemas de Informação,Integral,,2016/1,,
20242TSIS0152,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20231BSI0112,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20242CECA0249,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20192BSI0479,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20222TSIS1969,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20221BSI0200,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20251BSI0086,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20181CECA70061,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2018/1,,
20222TSIS3473,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20202BSI0098,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20251CECA0024,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20172CECA70097,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2017/2,,
20242CECA0281,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20241BSI0041,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20242CECA0265,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20242TSIS0993,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20251BSI0140,,,Campus Serra,M,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20241CECA0450,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20242TSIS0217,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20151CECA70221,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2015/1,,
20232BSI0433,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20232TSIS1100,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20241BSI0033,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20191BSI0018,,,Campus Serra,M,,Sistemas de Informação,Noturno,,2019/1,,
20221CECA0364,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20211BSI0356,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/1,,
20242CECA0303,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20112CECA70174,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2011/2,,
20242CECA0443,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20232BSI0131,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20232CECA0470,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20242BSI0141,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20232TSIS0561,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20201BSI0222,,,Campus Serra,F,,Sistemas de Informação,Matutino,,2020/1,,
20242TSIS1019,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232BSI0476,,,Campus Serra,F,,Sistemas de Informação,Integral,,2023/2,,
20242TSIS1272,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20212CECA0333,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20202CECA0165,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2020/2,,
20221CECA0208,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20242CECA0109,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20241BSI0203,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20232BSI0271,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20242TSIS0390,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20241BSI0360,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/1,,
20251CECA0113,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20221CECA0011,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20221CECA0321,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20232BSI0239,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20241TSIS0720,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20231BSI0139,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20242TSIS0160,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20181BSI0075,,,Campus Serra,M,,Sistemas de Informação,Integral,,2018/1,,
20251BSI0159,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20251CECA0067,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20222TSIS1535,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232CECA0488,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20192BSI0274,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20222TSIS2310,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20251CECA0156,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20221CECA0224,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/1,,
20231CECA0370,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20221BSI0226,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20242CECA0206,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20191CECA70050,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2019/1,,
20232CECA0356,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2023/2,,
20231CECA0150,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20231BSI0414,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20222TSIS0180,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20211CECA0285,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20242TSIS0888,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20241CECA0255,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20141CECA70135,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2014/1,,
20181CECA70290,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2018/1,,
20241TSIS0088,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242BSI0346,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/2,,
20242BSI0478,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20221BSI0463,,,Campus Serra,F,,Sistemas de Informação,Integral,,2022/1,,
20221BSI0471,,,Campus Serra,F,,Sistemas de Informação,Integral,,2022/1,,
20241TSIS0533,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20251CECA0083,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20251BSI0370,,,Campus Serra,M,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20242CECA0257,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20251CECA0369,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20231CECA0028,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2023/1,,
20241BSI0165,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/1,,
20211BSI0305,,,Campus Serra,F,,Sistemas de Informação,Integral,,2021/1,,
20211BSI0208,,,Campus Serra,F,,Sistemas de Informação,Integral,,2021/1,,
20222CECA0315,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/2,,
20221BSI0013,,,Campus Serra,F,,Sistemas de Informação,Integral,,2022/1,,
20172BSI0041,,,Campus Serra,M,,Sistemas de Informação,Integral,,2017/2,,
20251BSI0264,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20222TSIS2175,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222BSI0407,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20241BSI0432,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20191CECA70069,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,,2019/1,,
20251BSI0280,,,Campus Serra,F,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20242TSIS0950,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS0911,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20251TSIS0019,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2025/1,,
20242CECA0370,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20222TSIS1020,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20242TSIS0926,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20251BSI0230,,,Campus Serra,M,,Sistemas de Informação,Integral,,2025/1,,
20232TSIS0979,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20232TSIS0570,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS3481,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20212CECA0406,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20241TSIS0550,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242TSIS0845,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS0237,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20232TSIS1118,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20222TSIS3228,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20241TSIS0215,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20222TSIS1683,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222CECA0153,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20251CECA0326,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20242TSIS1205,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20221BSI0315,,,Campus Serra,F,,Sistemas de Informação,Integral,,2022/1,,
20211CECA0110,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20222TSIS2205,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222TSIS1012,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20211BSI0240,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/1,,
20221BSI0080,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20212CECA0414,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20222CECA0404,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2022/2,,
20242TSIS0764,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20202BSI0101,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20242TSIS1108,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20171BSI0375,,,Campus Serra,M,,Sistemas de Informação,Integral,,2017/1,,
20241CECA0417,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20232TSIS1444,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242TSIS1051,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232CECA0194,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20221BSI0170,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20242BSI0052,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20232TSIS1142,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20212CECA0112,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2021/2,,
20242TSIS1191,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20152CECA70106,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2015/2,,
20242CECA0087,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20232BSI0166,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20192BSI0088,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20242CECA0338,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20212BSI0251,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20222BSI0300,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/2,,
20242BSI0311,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20221BSI0242,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20241BSI0440,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20251CECA0016,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20211CECA0358,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20232TSIS0090,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20201BSI0095,,,Campus Serra,M,,Sistemas de Informação,Matutino,,2020/1,,
20231CECA0141,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/1,,
20222TSIS2647,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20221BSI0439,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20232BSI0174,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/2,,
20242CECA0036,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20241BSI0319,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20212BSI0332,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/2,,
20192BSI0533,,,Campus Serra,M,,Sistemas de Informação,Integral,,2019/2,,
20251BSI0299,,,Campus Serra,M,,Sistemas de Informação,Integral,20251.BSI.1A,2025/1,,
20201BSI0109,,,Campus Serra,M,,Sistemas de Informação,Matutino,,2020/1,,
20251CECA0210,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20232CECA0046,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20221BSI0269,,,Campus Serra,M,,Sistemas de Informação,Integral,,2022/1,,
20232TSIS0103,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20211BSI0011,,,Campus Serra,M,,Sistemas de Informação,Integral,,2021/1,,
20242TSIS1094,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/2,,
20242BSI0125,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20242CECA0052,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/2,,
20241CECA0409,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20251CECA0300,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20241TSIS0355,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20231BSI0295,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20222TSIS1187,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20242TSIS0896,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222CECA0331,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/2,,
20222TSIS2183,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20211CECA0137,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,,2021/1,,
20222TSIS1144,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20192CECA70032,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2019/2,,
20241TSIS0363,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2024/1,,
20242TSIS0489,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20241BSI0408,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/1,,
20251CECA0130,,,Campus Serra,M,,Engenharia de Controle e Automação,Noturno,20251.CECA.1AN,2025/1,,
20242TSIS0918,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20232TSIS1290,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242BSI0079,,,Campus Serra,M,,Sistemas de Informação,Integral,,2024/2,,
20232CECA0283,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2023/2,,
20241CECA0476,,,Campus Serra,M,,Engenharia de Controle e Automação,Integral,,2024/1,,
20242TSIS1370,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,Não aplicável,,2024/2,,
20222TSIS2663,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20231BSI0171,,,Campus Serra,M,,Sistemas de Informação,Integral,,2023/1,,
20202BSI0292,,,Campus Serra,M,,Sistemas de Informação,Integral,,2020/2,,
20232TSIS0782,,,Campus Serra,M,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242BSI0362,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/2,,
20241BSI0017,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/1,,
20232TSIS0294,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2023/2,,
20242BSI0060,,,Campus Serra,F,,Sistemas de Informação,Integral,,2024/2,,
20251CECA0040,,,Campus Serra,F,,Engenharia de Controle e Automação,Noturno,20251.CECA.1BN,2025/1,,
20221CECA0216,,,Campus Serra,F,,Engenharia de Controle e Automação,Integral,,2022/1,,
20222TSIS2280,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
20222TSIS3112,,,Campus Serra,F,,Tecnologia em Sistemas para Internet,EAD,,2022/2,,
